0	0	0	-301.647	3.929
0	0	1	-218.063	3.825
0	0	2	-370.347	3.747
0	0	3	-379.006	3.915
0	1	0	-301.647	3.929
0	1	1	-218.063	3.825
0	1	2	-370.347	3.747
0	1	3	-379.006	3.915
0	2	0	-301.647	3.929
0	2	1	-218.063	3.825
0	2	2	-370.347	3.747
0	2	3	-379.006	3.915
0	3	0	-301.647	3.929
0	3	1	-218.063	3.825
0	3	2	-370.347	3.747
0	3	3	-379.006	3.915
1	0	0	-453.590	3.973
1	0	1	-336.082	3.711
1	0	2	-433.696	4.032
1	0	3	-236.382	4.004
1	1	0	-453.590	3.973
1	1	1	-336.082	3.711
1	1	2	-433.696	4.032
1	1	3	-236.382	4.004
1	2	0	-453.590	3.973
1	2	1	-336.082	3.711
1	2	2	-433.696	4.032
1	2	3	-236.382	4.004
1	3	0	-453.590	3.973
1	3	1	-336.082	3.711
1	3	2	-433.696	4.032
1	3	3	-236.382	4.004
2	0	0	-421.457	4.033
2	0	1	-357.455	3.988
2	0	2	-398.309	4.052
2	0	3	-301.378	3.805
2	1	0	-421.457	4.033
2	1	1	-357.455	3.988
2	1	2	-398.309	4.052
2	1	3	-301.378	3.805
2	2	0	-421.457	4.033
2	2	1	-357.455	3.988
2	2	2	-398.309	4.052
2	2	3	-301.378	3.805
2	3	0	-421.457	4.033
2	3	1	-357.455	3.988
2	3	2	-398.309	4.052
2	3	3	-301.378	3.805
3	0	0	-438.122	4.078
3	0	1	-482.341	3.951
3	0	2	-458.676	4.002
3	0	3	-396.007	4.063
3	1	0	-438.122	4.078
3	1	1	-482.341	3.951
3	1	2	-458.676	4.002
3	1	3	-396.007	4.063
3	2	0	-438.122	4.078
3	2	1	-482.341	3.951
3	2	2	-458.676	4.002
3	2	3	-396.007	4.063
3	3	0	-438.122	4.078
3	3	1	-482.341	3.951
3	3	2	-458.676	4.002
3	3	3	-396.007	4.063
4	0	0	-306.459	3.880
4	0	1	-304.508	3.763
4	0	2	-323.737	4.229
4	0	3	-297.869	4.042
4	1	0	-306.459	3.880
4	1	1	-304.508	3.763
4	1	2	-323.737	4.229
4	1	3	-297.869	4.042
4	2	0	-306.459	3.880
4	2	1	-304.508	3.763
4	2	2	-323.737	4.229
4	2	3	-297.869	4.042
4	3	0	-306.459	3.880
4	3	1	-304.508	3.763
4	3	2	-323.737	4.229
4	3	3	-297.869	4.042
5	0	0	0.000	1.000
5	0	1	0.000	1.000
5	0	2	0.000	1.000
5	0	3	0.000	1.000
5	1	0	0.000	1.000
5	1	1	0.000	1.000
5	1	2	0.000	1.000
5	1	3	0.000	1.000
5	2	0	0.000	1.000
5	2	1	0.000	1.000
5	2	2	0.000	1.000
5	2	3	0.000	1.000
5	3	0	0.000	1.000
5	3	1	0.000	1.000
5	3	2	0.000	1.000
5	3	3	0.000	1.000
6	0	0	-93.057		3.806
6	0	1	-131.617	4.001
6	0	2	-230.539	3.888
6	0	3	-342.808	3.931
6	0	0	-93.057		3.806
6	0	1	-131.617	4.001
6	0	2	-230.539	3.888
6	0	3	-342.808	3.931
6	0	0	-93.057		3.806
6	0	1	-131.617	4.001
6	0	2	-230.539	3.888
6	0	3	-342.808	3.931
6	0	0	-93.057		3.806
6	0	1	-131.617	4.001
6	0	2	-230.539	3.888
6	0	3	-342.808	3.931
7	0	0	-278.979	3.924
7	0	1	-246.550	4.001
7	0	2	-183.781	3.929
7	0	3	-359.093	3.958
7	1	0	-278.979	3.924
7	1	1	-246.550	4.001
7	1	2	-183.781	3.929
7	1	3	-359.093	3.958
7	2	0	-278.979	3.924
7	2	1	-246.550	4.001
7	2	2	-183.781	3.929
7	2	3	-359.093	3.958
7	3	0	-278.979	3.924
7	3	1	-246.550	4.001
7	3	2	-183.781	3.929
7	3	3	-359.093	3.958
8	0	0	-255.799	3.993
8	0	1	-281.615	3.825
8	0	2	-425.005	4.190
8	0	3	-286.708	3.973
8	1	0	-255.799	3.993
8	1	1	-281.615	3.825
8	1	2	-425.005	4.190
8	1	3	-286.708	3.973
8	2	0	-255.799	3.993
8	2	1	-281.615	3.825
8	2	2	-425.005	4.190
8	2	3	-286.708	3.973
8	3	0	-255.799	3.993
8	3	1	-281.615	3.825
8	3	2	-425.005	4.190
8	3	3	-286.708	3.973
9	0	0	-236.621	3.880
9	0	1	-178.055	4.048
9	0	2	-298.144	4.058
9	0	3	-260.975	3.866
9	1	0	-236.621	3.880
9	1	1	-178.055	4.048
9	1	2	-298.144	4.058
9	1	3	-260.975	3.866
9	2	0	-236.621	3.880
9	2	1	-178.055	4.048
9	2	2	-298.144	4.058
9	2	3	-260.975	3.866
