4.85234  0.396752
1.29112  0.322172
9.04238  0.024309
2.97593  0.859573
2.07242    0.2414
1.97873  0.349404
1.65951  0.800594
6.3947 0.0899621
1.96666  0.922087
2.82404  0.335848
2.83594 0.0883576
4.05235  0.260199
8.49534  0.556368
2.41998 0.0968241
1.64605  0.279901
11.4946  0.871048
7.83599 0.0185801
2.2791 0.0580106
2.4501  0.344614
1.01068  0.244759
1.69084  0.464196
0.879702  0.448349
1.77419  0.171851
2.94477  0.454888
1.26851  0.264382
1.36642  0.692847
5.15714 0.0564065
2.19889  0.115791
2.82172  0.333057
2.06173  0.717421
6.82734 0.0495277
0.853623  0.432903
2.69611  0.239477
1.3738  0.457819
1.22707  0.248002
0.955959  0.524934
2.3034  0.736734
1.49121  0.614241
5.36348  0.757154
3.51263  0.676544
6.30679  0.798298
0.95198  0.618304
4.08148  0.425799
1.93175  0.377262
4.03505 0.0995939
1.76499  0.291668
7.23395 0.0388148
4.25124  0.399554
2.84897  0.822374
7.95279 0.0981718
4.75406   0.51369
2.14235   0.34428
2.05919  0.145727
1.14874  0.261897
7.77921  0.191799
3.23003   0.41683
3.42837  0.206574
4.87285  0.303446
1.23236  0.586867
1.96853  0.276404
3.65462 0.0810409
4.11638   0.36758
5.89147   0.02076
1.29623  0.635371
3.40281  0.256175
4.41614  0.217236
3.25909  0.219392
3.10252    0.1277
1.42093  0.783668
2.65017  0.164148
2.36695  0.108042
5.1149  0.927046
8.03801  0.717348
1.81899  0.808056
3.73444  0.647537
2.1085  0.664372
2.46993   0.80964
5.41261 0.0225065
3.57855  0.354487
9.341720.00434557
3.39757  0.224399
1.52547  0.532347
0.851043  0.686492
6.47209  0.342524
6.75653   0.11251
2.69444  0.230594
2.995  0.877305
1.69971 0.0789388
1.30728  0.515536
2.80416  0.322959
1.26746  0.530555
11.0561 0.0461823
5.91041  0.190119
1.36535  0.184685
1.16941  0.276493
2.4022  0.596075
2.1988  0.281664
2.75884  0.513382
3.39546 0.0582082
3.66554  0.599349
5.94352  0.766907
2.12056  0.276725
1.55646  0.349167
1.62978  0.185934
4.87411  0.658194
1.31947   0.32142
1.35337  0.693919
2.21902  0.266654
4.47079  0.358034
2.15288  0.336319
7.22599 0.0398824
6.61322  0.303211
5.15246 0.0220532
1.2108  0.483853
3.03166  0.949399
1.26714  0.577035
2.68307  0.157033
2.62612  0.651908
3.00845  0.526709
6.50243  0.146291
2.9418   0.91812
1.98565    0.1057
1.90897  0.182393
1.81919  0.277029
0.947529  0.451943
3.27247  0.240709
2.50297  0.649237
1.1686  0.482016
3.72965  0.663604
1.02468  0.329858
6.80514  0.450154
3.92698  0.123994
4.13599   0.55989
1.81808   0.51367
5.83713  0.322439
4.59188  0.322445
2.5707  0.440506
3.00416 0.0711797
3.63773  0.672275
2.50493  0.841283
2.18429  0.518232
1.36639  0.247216
4.37376  0.359377
3.20515  0.326778
4.91454  0.864317
