 180.00   3.613168E-01
 177.17   3.816984E-01
 174.35   4.432159E-01
 171.55   5.469188E-01
 168.77   6.943363E-01
 166.01   8.871593E-01
 163.29   1.126828E+00
 160.61   1.414049E+00
 157.97   1.748292E+00
 155.38   2.127306E+00
 152.84   2.546706E+00
 150.36   2.999698E+00
 147.93   3.476975E+00
 145.56   3.966834E+00
 143.25   4.455518E+00
 141.00   4.927797E+00
 138.81   5.367747E+00
 136.67   5.759671E+00
 134.60   6.089115E+00
 132.58   6.343854E+00
 130.62   6.514803E+00
 128.71   6.596731E+00
 126.86   6.588733E+00
 125.06   6.494406E+00
 123.30   6.321693E+00
 121.60   6.082429E+00
 119.94   5.791599E+00
 118.32   5.466380E+00
 116.75   5.125047E+00
 115.22   4.785821E+00
 113.72   4.465764E+00
 112.26   4.179786E+00
 110.84   3.939852E+00
 109.45   3.754416E+00
 108.09   3.628139E+00
 106.77   3.561854E+00
 105.47   3.552802E+00
 104.20   3.595068E+00
 102.96   3.680192E+00
 101.74   3.797887E+00
 100.55   3.936805E+00
  99.38   4.085307E+00
  98.23   4.232169E+00
  97.11   4.367194E+00
  96.00   4.481698E+00
  94.91   4.568855E+00
  93.84   4.623879E+00
  92.79   4.644074E+00
  91.76   4.628745E+00
  90.74   4.578997E+00
  89.74   4.497457E+00
  88.75   4.387944E+00
  87.77   4.255105E+00
  86.81   4.104069E+00
  85.86   3.940108E+00
  84.92   3.768360E+00
  84.00   3.593588E+00
  83.09   3.420010E+00
  82.18   3.251186E+00
  81.29   3.089965E+00
  80.41   2.938480E+00
  79.54   2.798186E+00
  78.67   2.669933E+00
  77.82   2.554055E+00
  76.97   2.450475E+00
  76.13   2.358805E+00
  75.30   2.278445E+00
  74.48   2.208668E+00
  73.67   2.148685E+00
  72.86   2.097695E+00
  72.06   2.054915E+00
  71.26   2.019594E+00
  70.47   1.991011E+00
  69.69   1.968465E+00
  68.91   1.951254E+00
  68.14   1.938661E+00
  67.37   1.929928E+00
  66.61   1.924250E+00
  65.86   1.920762E+00
  65.11   1.918544E+00
  64.36   1.916632E+00
  63.62   1.914035E+00
  62.88   1.909760E+00
  62.15   1.902849E+00
  61.42   1.892408E+00
  60.69   1.877647E+00
  59.97   1.857912E+00
  59.26   1.832718E+00
  58.54   1.801772E+00
  57.83   1.764991E+00
  57.12   1.722511E+00
  56.42   1.674687E+00
  55.72   1.622079E+00
  55.02   1.565439E+00
  54.33   1.505680E+00
  53.64   1.443841E+00
  52.95   1.381052E+00
  52.26   1.318487E+00
  51.58   1.257323E+00
  50.90   1.198693E+00
  50.22   1.143648E+00
  49.54   1.093118E+00
  48.87   1.047881E+00
  48.20   1.008538E+00
  47.53   9.754942E-01
  46.86   9.489496E-01
  46.20   9.288990E-01
  45.53   9.151362E-01
  44.87   9.072684E-01
  44.21   9.047354E-01
  43.55   9.068344E-01
  42.90   9.127497E-01
  42.24   9.215840E-01
  41.59   9.323919E-01
  40.94   9.442134E-01
  40.29   9.561062E-01
  39.65   9.671758E-01
  39.00   9.766025E-01
  38.36   9.836644E-01
  37.71   9.877553E-01
  37.07   9.883990E-01
  36.43   9.852567E-01
  35.79   9.781310E-01
  35.15   9.669640E-01
  34.52   9.518313E-01
  33.88   9.329319E-01
  33.25   9.105752E-01
  32.61   8.851648E-01
  31.98   8.571806E-01
  31.35   8.271602E-01
  30.72   7.956792E-01
  30.09   7.633323E-01
  29.46   7.307152E-01
  28.84   6.984077E-01
  28.21   6.669595E-01
  27.58   6.368771E-01
  26.96   6.086142E-01
  26.34   5.825642E-01
  25.71   5.590554E-01
  25.09   5.383488E-01
  24.47   5.206383E-01
  23.85   5.060528E-01
  23.23   4.946605E-01
  22.61   4.864741E-01
  21.99   4.814577E-01
  21.37   4.795343E-01
  20.76   4.805930E-01
  20.14   4.844970E-01
  19.52   4.910911E-01
  18.91   5.002084E-01
  18.29   5.116758E-01
  17.68   5.253195E-01
  17.07   5.409686E-01
  16.45   5.584575E-01
  15.84   5.776275E-01
  15.23   5.983272E-01
  14.61   6.204117E-01
  14.00   6.437411E-01
  13.39   6.681782E-01
  12.78   6.935860E-01
  12.17   7.198248E-01
  11.56   7.467489E-01
  10.95   7.742042E-01
  10.34   8.020257E-01
   9.73   8.300355E-01
   9.12   8.580421E-01
   8.51   8.858400E-01
   7.90   9.132099E-01
   7.29   9.399209E-01
   6.69   9.657324E-01
   6.08   9.903974E-01
   5.47   1.013667E+00
   4.86   1.035293E+00
   4.25   1.055037E+00
   3.65   1.072670E+00
   3.04   1.087981E+00
   2.43   1.100784E+00
   1.82   1.110917E+00
   1.21   1.118251E+00
   0.61   1.122690E+00
   0.00   1.124176E+00
